Issue key,Issue id,Assignee,Status,Summary,Custom field (Type of Service),Component/s,Custom field (Offering Type),Priority,Custom field (Total amount (€) weighted),Custom field (Type Business Opportunity),Custom field (Country),Custom field (Market),Custom field (Market Manager),Custom field (DN Manager),Custom field (Operations Manager),Custom field (Renewal),Custom field (Código GEP),Custom field (Temporal Scope),Custom field (Receipt of application),Custom field (Delivery Commitment),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Total Amount (euros)),Custom field (Budg.Loc.Currency),Custom field (Margin),Custom field (Offer Code (NG)),Custom field (Offer Description (NG)),Custom field (Transversal offer),Updated,Created,Custom field (Proposal Due Date),Custom field (Observations),Resolved
OFBRA-3736,18163137,mdamascenoa,Lost,[CPFL] Melhorias Evolutivas em sistema - ENCPFLEP,DS - Portales Web,CPFL,DS,Minor,"675,919",Proposal,Brazil,Energy,vgrecci,wholanda,amiraldi,No,ENCODS_35,2.2,17/06/25 16:42,08/08/25 16:42,,,,,,,,,,,,,,,,675919.0,4224495.0,24.0,,,No,21/11/25 14:23,17/06/25 16:48,22/11/25 19:15,"17/06 - Oferta recebida.
23/06 - Entrega da primeira versão da proposta utilizando o mesmo material da RFI. Em paralelo dado andamento no entendimento para tirar duvidas junto ao cliente para elaboração de nova proposta para entrega na próxima rodada técnica.
28/07 - Aguardando envio de nova especificação técnica por parte do cliente para ajuste na proposta e entrega na próxima rodada técnica.
04/08 - Recebido novo material e retomada avaliação técnica para envio da resposta da RFP.
08/08 - Entrega da proposta para o cliente.
15/08 - Em followup.
25/08 - Retorno de questionamentos técnicos para atualização de proposta técnica e entrega dia 28/08,
26/08 - Houve encurtamento do prazo para dia 27/08 até 07:00 AM.
26/08 - Oferta revisada e entregue ao cliente.
16/09 - Retorno de questionamentos técnicos para atualização de proposta técnica e entrega para dia 19/09. Também ocorrerá defesa técnica no dia 18/09.
18/09 - Após defesa técnica, entrega da V3 da proposta será no dia 30/09 às 10h00.
23/09 - Oferta revisada e entregue ao cliente.
07/10 - Retorno de questionamentos técnicos para atualização de proposta técnica e entrega para dia 10/10 até às 16h00. 
10/10 - Oferta revisada e entregue ao cliente. Houve necessidade de aumentar 15 dias no tempo de projeto por solicitação do cliente, mas de acordo com orientação do mercado, não impactaria nas entrega, não impactando também no custo atual.
11/11 - Aguardando atualizações do cliente.",21/11/25 14:23
OFBRA-3744,18185347,wholanda,FollowUp,[Eletrobras] FABRICA DE QUALIDADE - ENELETROQA,DS - Testing,Eletrobras,DS,Minor,"979,790",Proposal,Brazil,Energy,lpereiraca,wholanda,pfrodrigues,No,ENCODS_37,3.0,17/06/25 13:39,30/06/25 13:39,,,,,,,,,,,,,,,,979790.0,6123689.0,24.0,,,No,08/09/25 17:46,20/06/25 13:42,30/09/25 09:53,"30/07/2025 - Aguardando retorno do cliente.
30/06/2025 - Proposta entregue.
23/06/2025 - Oferta técnica em construção.
17/06 - Oferta recebida",
OFBRA-3738,18163422,priniesta,On Offer,BANPARÁ - SERVIÇOS DE SUSTENTAÇÃO SOLUÇÃO SISPAG - [BPA25PAG],DS - Software Factory,BanPará,,Minor,,Proposal,Brazil,FS,amalheiros,priniesta,,No,FSCODS_41,,17/06/25 09:17,09/01/26 09:00,,,,,,,,,,,,,,,,,,,,,No,29/12/25 20:56,17/06/25 18:10,,"26/12: Aguardando a publicação da nova data do Pregão.
19/12: Aguardando a publicação da nova data do Pregão.
12/12: Aguardando a publicação da nova data do Pregão.
05/12: Pregão Suspenso novamente, sem previsão de nova data para a realização.
28/11: Oferta em fase de elaboração.
17/11: Pregão reagendado para o dia 09/12.
24/10: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
17/10: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
10/10: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
03/10: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
26/09: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
19/09: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
12/09: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
05/09: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
29/08: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
22/08: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
15/08: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
08/08: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
01/08: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
25/07: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
18/07: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
11/07: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
04/07: Pregão Suspenso. Aguardando a definição da nova data do Pregão.
27/06: Oferta em fase de elaboração.
20/06: Oferta em fase de entendimento.
17/06: Oferta anunciada pelo Mercado. Pregão previsto para o dia 04/07.",
OFBRA-3732,18155170,jpascoalini,FollowUp,"ELETROBRAS | Análise, org., trat., validação Dados BDIT - ENELETRODB",DS - IT Strategy,Eletrobras,,Minor,"160,000",Proposal,Brazil,Energy,lpereiraca,mbenicios,amiraldi,No,ENCODS_8,,16/06/25 17:49,27/06/25 08:43,,,,,,,,,,,,,,,,160000.0,1000000.0,30.0,,,No,26/12/25 11:41,16/06/25 17:49,,"26/12/2025 - Aguardando retorno do cliente em conjunto como mercado em relação ao avanço no edital e a realização da proposta técnica.
21/11/2025 - Aguardando retorno do cliente.
26/09/2025 - Aguardando retorno do cliente.
22/09/2025 - GEP alterado de ENCODA_8 para ENCODS_45
19/09/2025 - Aguardando retorno do cliente.
22/08/2025 - Aguardando posicionamento do cliente em relação ao seguimento do projeto.
27/06/2025 - Proposta técnica geral foi elaborada e disponibilizada ao mercado. Não houve geração de MDC devido a pendencia das respostas do cliente sobre perguntas envidas. Oppy regulatoria que depende da resposta do cliente para darmos seguimento.
16/06/2025 - Recebimento da oppy e inicio da elaboração da proposta.",
OFBRA-3735,18161901,ncramos,Lost,ENEL BPO - Cálculo de TOI-Enel CE - [ENELBPOTOI],BPO - BO,ENEL,RFP - BPO,Minor,"599,880",Proposal,Brazil,Energy,jviana,jalmeidasil,vborgesf,No,ENCOBP_10,3.0,16/06/25 12:24,07/07/25 12:24,,,,,,,,,,,,,,,,599880.0,4132515.0,35.0,,,No,19/08/25 10:20,17/06/25 12:28,13/10/25 15:15,"19/08/2025 - Informado que o cliente fechou a proposta no sistema Webuy e a minsait não foi escolhida como fornecedora.
07/08/2025 - Proposta comercial versão 3.0 enviada ao cliente
28/07/2025 aguardando retorno do cliente
22/07/2025 entrega da proposta comercial
21/07/2025 aprovado em comitê local
17/07/2025 Proposta técnica validada
16/06/2025 - Recebido a oferta ",19/08/25 10:21
OFBRA-3731,18153077,wraduan,Rejected,"CPFL | Modernização Intranet Corporativa - ENCPFLDGWP",DS - IT Strategy,CPFL,,Minor,"154,498",Proposal,Brazil,Energy,vgrecci,jpascoalini,amiraldi,No,ENCODS_34,2.0,16/06/25 11:15,01/08/25 08:43,amiraldi,fdosa,imedeiros,,,,,,,,,,,,,154498.0,965617.0,24.0,,,No,14/11/25 09:45,16/06/25 11:15,31/12/25 09:43,"14/11 - Atualização conforme MOC (Proposta adjudicada a um terceiro). 
04/11/2025 – Atendendo à solicitação do cliente para atingir o target desejado, foram realizadas diversas otimizações e ajustes na proposta, resultando na adequação aos parâmetros solicitados. Atualmente, estamos aguardando a análise e o posicionamento final do cliente quanto à versão otimizada apresentada.
27/10/2025 – Atendendo à solicitação do cliente para atingir o target desejado, foram realizadas diversas otimizações e ajustes na proposta, resultando na adequação aos parâmetros solicitados. Atualmente, estamos aguardando a análise e o posicionamento final do cliente quanto à versão otimizada apresentada.
21/10/2025 -  Oferta entregue ao cliente, aguardando analise comercial
06/10/2025 - Recebemos a informação que fomos aprovados técnicamente, agora estamos aguardando o inicio das negociações comercial junto ao cliente
20/08/2025 - Revisão da oferta enviada ao cliente em 01/08, atualmente a oportunidade encontra-se em analise técnica e comercial junto a CPFL.
11/08/2025 - Revisão da oferta enviada ao cliente em 01/08, atualmente a oportunidade encontra-se em analise técnica e comercial junto a CPFL.
05/08/2025 - Revisão da oferta enviada ao cliente em 01/08, atualmente a oportunidade encontra-se em analise técnica e comercial junto a CPFL.
01/08/2025 - Após reunião para apresentação da proposta técnica, a CPFL solicitou diversos ajustes e comprovações de SI, após levantamento junto as areas envolvidos, concluimos a entrega da oferta para uma nova analise do cliente.
28/07/2025 - Oferta elaborada e enviada ao cliente em 26/06, atualmente a oportunidade encontra-se em analise técnica e comercial junto a CPFL.
21/07/2025 - Oferta apresentada ao cliente, aguardando analise comercial.
04/07/2025 - Oferta apresentada ao cliente, aguardando analise comercial.
26/06/2025 - Oferta el elaboração junto aos envolvidos, definição da estratégia de execução,. modelo de custo e proposta técnica
18/06/2025 - Oferta em fase de analise dos documentos fornecidos e entendimento da oferta
16/06/2025 - Recebimento da oppy e inicio da elaboração da proposta.",14/11/25 09:45
OFBRA-3728,18145504,emoura,Abandoned,CNP - AMS SAP [CNP25SGE01],SGE - SAP S4 Hana,CNP SEGURADORA,AMS,Minor,"999,714",Proposal,Brazil,FS,jlgomes,emoura,,No,FSCOSG_28,1.0,13/06/25 16:34,20/06/25 16:34,,,,,,,,,,,,,,,,999714.0,6248211.0,30.0,,,No,24/09/25 13:57,13/06/25 16:36,20/08/25 18:36,"24/09: Não tivemos mais retorno do cliente e por isso estamos abandonando.
14/08: Aguardando retorno do cliente.
17/07: Aguardando decisão do cliente.
23/06: Oferta entregue ao mercado.
13/06: Oferta recebida e iniciada. ",24/09/25 13:57
OFBRA-3741,18176696,emoura,Lost,BANESE PE - Desenvolvimento Manutenção e Suporte SAP [BSE25SAP],SGE - SAP S4 Hana,BANESE,Projeto,Minor,"164,800",Proposal,Brazil,FS,amalheiros,emoura,,No,FSCOSG_29,1.0,13/06/25 09:25,18/06/25 09:25,,,,,,,,,,,,,,,,164800.0,1030000.0,36.0,,,No,23/07/25 17:48,19/06/25 09:32,24/10/25 09:37,"23/07: Oferta perdida por preço.
17/07: Permanecemos aguardando o retorno do cliente.
02/07: Aguardando retorno do cliente.
19/06: Oferta entregue ao mercado.
17/06: Oferta recebida.",23/07/25 17:48
OFBRA-3733,18155310,ceduardoc,Lost,CBA [IC_CBA_CYB] Maturidade Cibernética,Cyber,CBA,CBA Implantação de Maturidade Cibernética,Minor,"103,589",Proposal,Brazil,Industry,rfontest,ceduardoc,,No,INCOCB_19,0.5,12/06/25 18:39,18/06/25 18:39,,,,,,,,,,,,,,,,103589.0,647430.0,24.0,,,No,29/09/25 11:39,16/06/25 18:43,18/09/25 18:39,"16/09 - Oferta perdida no MOC
20/08 - Rodrigo Tavarez informou que a proposta ainda esta em avaliação pelo cliente
16/06 - Proposta a ser entregue em 18/06",29/09/25 11:40
OFBRA-3729,18145507,dcapretz,Rejected, ACESUR BRASIL - Rollout SAP S4Hana [IC_ACS_SAP],SGE - SAP S4 Hana,ACESUR BRASIL,Projeto,Minor,"320,276",Proposal,Brazil,Industry,dcavalari,emoura,,No,INCOSG_63,1.7,12/06/25 16:38,17/06/25 16:38,,,,,,,,,,,,,,,,320276.0,2001726.0,26.97,,,No,30/10/25 14:09,13/06/25 16:40,17/10/25 09:39,"'
30/10: Jira fechado conforme MOC
17/10: Aguardando retorno do cliente.
14/08: Aguardando retorno do cliente.
25/07: Reenviado uma nova precificação ao cliente. 
17/07: Feito defesa técnica, agora aguardando decisão.
19/06: Oferta entregue ao mercado.
13/06: Oferta iniciada, já realizada a elaboração da proposta técnica que esta em fase de revisão.",30/10/25 14:09
OFBRA-3724,18138307,emoura,Abandoned,AEGEA -  Integração Netlex  [ENETLEXAEG],SGE - SAP S4 Hana,AEGEA,Projeto,Minor,"13,561",Proposal,Brazil,Energy,bsoarest,emoura,,No,ENCOSG_34,0.2,11/06/25 13:57,16/06/25 13:57,,,,,,,,,,,,,,,,13561.0,84761.0,26.0,,,No,17/10/25 15:07,12/06/25 14:00,16/09/25 17:21,"17/10: Abandonado por falta de retorno do cliente. 
14/08: enviado a proposta, aguardando retorno do cliente.
17/07: Aguardando retorno do cliente.
16/06: Oferta entregue ao mercado.
12/06: Oferta recebida.",17/10/25 15:07
OFBRA-3723,18138187,jdoss,Abandoned,VIVO - Sistema para Importação e exportação [VIVOCOMMEX],SGE - SAP ECC,"Telefonica | VIVO",Projeto,Minor,"512,091",Proposal,Brazil,Telco,laattianese,jdoss,,No,TECOSG_12,0.75,11/06/25 13:46,02/07/25 13:46,,,,,,,,,,,,,,,,512091.0,3200571.0,25.0,,,No,27/11/25 15:15,12/06/25 13:53,30/09/25 16:00,"27/11: oferta abandonada - cliente não responde.
19/10: Aguardando retorno do cliente. 
02/09: A pessoa responsável por esta demanda esta de férias, aguardando o retorno para ter novas atualizações.
14/08: Aguardando retorno do cliente.
06/08: Aguardando retorno do cliente. 
17/07: Aguardando retorno do cliente
02/07: Oferta entregue ao mercado.
12/06: Ofert recebida, e será tratada direto com a operação. ",27/11/25 15:15
OFBRA-3743,18185246,htorresg,Cancelled,[BRADESCO] - Alocação Bradesco Experience - BRA25DAT03,Datos - IA,BRADESCO,Dados,Minor,"1,082,421.6",Proposal,Brazil,FS,mclarao,htorresg,,No,FSCODA_19,2.0,11/06/25 12:44,25/06/25 12:44,,,,,,,,,,,,,,,,5412108.0,3.3423707E7,25.0,,,No,04/11/25 14:04,20/06/25 12:55,03/10/25 13:09,"25/08/2025 - Aguardando retorno
07/08/2025 - Mesmo status
30/07/2025 - Mesmo status
14/07/2025 - Aguardando retorno da oferta
26/06/2025 - Oferta entregue
23/06/2025 - Em Análise e precificação
20/06/2025 - Criado a Oferta",04/11/25 14:04
OFBRA-3727,18144855,glopesal,Won-End,Santilliana - Projeto de Melhorias para Listas de Adoção - SANTADOC,P&A – Media,Santilliana,Projeto,Minor,0,Proposal,Brazil,Media,kgruszkowska,glopesal,cadasilva,No,TOCOPA_8,1.0,11/06/25 06:45,11/07/25 07:00,aangelo,,,,,,,,,,,,,,,28073.0,178550.0,23.0,,,Yes,13/08/25 22:06,13/06/25 11:55,11/07/25 07:00,"11/08 - Declaração de Adjudicação / WON
11/07 - Oferta entregue ao cliente
03/07 - WIP
13/06 - WIP
11/06 - Divulgação da Oferta",13/08/25 15:32
OFBRA-3726,18144848,glopesal,Won-End,Santilliana - Atualização Versão GFE - SANTGFE,P&A – Media,Santilliana,Projeto,Minor,"2,907",Proposal,Brazil,Media,kgruszkowska,glopesal,cadasilva,No,TOCOPA_7,1.0,11/06/25 06:40,30/06/25 13:00,,,,,,,,,,,,,,,,2907.0,,,,,No,30/07/25 15:51,13/06/25 11:48,30/06/25 13:00,"30/06 WON
30/06 Oferta entregue ao cliente
13/06 WIP 
11/06 Divulgação da Oferta",30/07/25 15:51
OFBRA-3725,18138344,aalexb,Lost,VIVO - Desenvolvimento Contact Center [VIVOCCNEW],SGE - Genesys,"Telefonica | VIVO",Projeto,Critical,"5,283,279",Proposal,Brazil,Telco,lgustavof,aalexb,,No,TECOSG_11,3.0,09/06/25 14:08,18/06/25 14:08,,,,,,,,,,,,,,,,5283279.0,3.3020496E7,23.0,,,No,08/10/25 14:32,12/06/25 14:13,19/12/25 17:44,"08/10: Oferta perdida mesmo atingindo o TARGET em uma das TORRES propostas. O cliente optou em seguir com o Integrador que apresentou o valor total (TORRE 1 + 2).
29/09: Aguardando retorno do cliente. 
05/09: em 01/09 mercado respondeu questionamentos do cliente no portal.
22/08: em reunião com cliente ontem fomos informados que ainda estao na analise financeira dos vencedores
14/08: Aguardando retorno do cliente.
08/08: minsait desclassificada da torre 2. torre 1 em analise financeira
17/07: Oportunidade em avaliação técnica.
23/06: entregue ao Mercado a OT
20/06: Oferta passará em comitê na segunda 23/06. 
19/06: Oferta entregue ao mercado,
12/06: Oferta recebida e já iniciada. ",08/10/25 14:32
OFBRA-3721,18115966,emoura,Lost,Lactalis - Reforma Tributária [IC_REF_LAC],SGE - SAP ECC,lactalis,Projeto,Minor,"43,127",Proposal,Brazil,Industry,icorrea,emoura,,No,INCOSG_37,0.4,09/06/25 14:01,13/06/25 14:01,,,,,,,,,,,,,,,,43127.0,269548.0,30.0,,,No,18/09/25 14:05,09/06/25 14:13,16/09/25 10:20,"18/09: Oferta Perdida
14/08: Cliente voltou mas esta em analise ainda. 
17/07: Compradora esta de férias, devemos ter um retorno entre a prox semana.
16/06: Oferta entregue ao mercado.
09/06: Oferta recebida. ",18/09/25 14:05
OFBRA-3730,18151894,gtadeus,Cancelled,[RENAULT] Agente de IA - IC_REN_IA,IA,Renault do Brasil,IA,Minor,"7,301.4",Proposal,Brazil,Industry,fbezescky,gtadeus,rctofic,No,INCODA_16,0.4,09/06/25 09:19,23/06/25 09:19,,,,,,,,,,,,,,,,36507.0,237298.0,25.0,,,No,15/08/25 17:27,16/06/25 09:22,09/09/25 10:53,"15/08 - Informado em reunião de Cadência entrou como ganha oferta de Dados 
07/08 - Mesmo status
02/07 - Sem atualizações, proposta foi enviada para o KAM
23/06- Ajuste na POC. Baixa expectativa na proposta
09/06- Oferta entregue",15/08/25 17:27
OFBRA-3734,18155327,ceduardoc,Lost,LICKS [IC_LIC_CYB] Assessment Cibersegurança,Cyber,Licks Legal,Licks Assessment Cibersegurança,Minor,"23,988",Proposal,Brazil,Industry,mcorreaf,ceduardoc,,No,INCOCB_21,1.0,06/06/25 18:56,13/06/25 18:56,,,,,,,,,,,,,,,,23988.0,149928.0,30.0,,,No,15/08/25 22:06,16/06/25 19:09,16/08/25 18:56,"15/08 - Informado em reunião de Cadência que foi perdida
16/06 - Proposta não vinculante já enviada ao cliente",15/08/25 17:28
OFBRA-3719,18101631,priniesta,Lost,PRODABEL/MG - DESENVOLVIMENTO DE SOFTWARE - [APPRODABDS],DS - Software Factory,PRODABEL - MG,,Minor,"197,875",Proposal,Brazil,PA,fcampelo,priniesta,,No,APCODS_37,1.0,05/06/25 11:13,12/06/25 18:00,,,,,,,,,,,,,,,,197875.0,1236721.0,23.0,,,No,19/07/25 13:50,05/06/25 17:46,12/12/25 18:00,"11/07: Aguardando retorno do cliente sobre a proposta entregue.
04/07: Aguardando retorno do cliente sobre a proposta entregue.
27/06: Aguardando retorno do cliente sobre a proposta entregue.
20/06: Aguardando retorno do cliente sobre a proposta entregue.
13/06: Aguardando retorno do cliente sobre a proposta entregue.
12/06: Proposta enviada ao cliente.
11/06: MDC enviado ao Mercado.
06/06: Oferta em fase de elaboração.
05/06: Oferta em fase de entendimento.
05/06: Oferta anunciada pelo Mercado. Entrega da Proposta prevista para o dia 12/06.",19/07/25 13:50
OFBRA-3708,18093881,mcarvalhos,Lost,NEOENERGIA - CEGRI - [ENNEON1CGR],GU - Workplace (WP),NEONERGIA,RFP,Minor,"1,397,518",Proposal,Brazil,Energy,mpiazza,mcarvalhos,dbarul,No,ENCOGU_11,3.0,04/06/25 22:06,12/06/25 22:06,,,,,,,,,,,,,,,,1397518.0,8734491.0,24.0,,,Yes,21/08/25 18:21,04/06/25 22:08,10/10/25 10:42,"21/08/2025 - Houve um equívoco na interpretação da informação passada pelo mercado, onde havíamos sido declarados tecnicamente aceito e não que havíamos sido declarados como vencedores
25/07/2025 - Recebemos a confirmação do cliente que fomos os vencedores da oferta, dando início ao processo de contratação e transição
18/07/2025 - Aguardando retorno do cliente
10/07/2025 - MdC e proposta técnica entre ao mercado
04/07/2025 - Cliente deseja que participemos, já feito o esboço do MdC e aguardando as taxas do RH. O cliente já indica a quantidade de 23 FTE com os perfis a serem alocados, mas contrato com alguns indicadores de desempenho e regra de aumento de baseline que precisa ser premissado 
12/06/2025 - Oferta rejeitada em Comitê de Mercado
04/06/2025 - Recebimento da demanda e reunião de alinhamento com mercado e DIC
03/07/2025 - Cliente solicitou a participação da Minsait mesmo que com o escopo estritamente remoto, sem o comissionamento local de equipamentos",21/08/25 18:21
OFBRA-3718,18101620,emoura,Abandoned,Amanco - Ajustes Fiscais no SAP [IC_WAV_FCL],SGE - SAP S4 Hana,AMANCO,Projeto,Minor,"36,913",Proposal,Brazil,Industry,dcavalari,emoura,,No,INCOSG_62,0.3,04/06/25 17:33,20/06/25 17:33,,,,,,,,,,,,,,,,36913.0,230712.0,28.0,,,No,17/10/25 22:05,05/06/25 17:36,20/10/25 16:40,"17/10: Abandonado por falta de retorno do cliente.
29/08: Informado em reunião de Cadência - Oferta ganha para início em ago/25 no projeto 21IP21
14/08: Aguardando retorno do cliente.
16/07: Cliente já nos deu OK que ganhamos a oferta, porém eles estão com uma pendência com um fornecedor de um dos sistemas envolvidos, que é impeditivo no momento. Aguardando resolução para firmar contrato.
20/06: Oferta entregue ao mercado. 
05/06: Oferta criada e iniciada.",17/10/25 15:03
OFBRA-3716,18101501,ncramos,Abandoned,Anuncio de oferta- CIS BRASIL - BPO Folha de Pagamento e Financeiro - (IC_CIS_BPO),BPO - BO,CIS BRASIL,1,Minor,,Proposal,Brazil,Industry,mcorreaf,jalmeidasil,,No,INCOBP_8,0.0,04/06/25 16:46,10/09/25 16:46,,,,,,,,,,,,,,,,,,,,,No,11/09/25 14:57,05/06/25 16:54,,"11/09/2025 -Sem retorno do cliente, KAM não faz mais parte do time Minsait e MOC está encerrado. Oferta não foi apresentada
15/08/2025 - Alinhado com a Mariana, ela ira tentar novo contato. 
28/07/2025 aguardando retorno do cliente
15/07/2025 - Mariana Quadros cobrou a Rafaela se poderíamos dar continuidade a proposta
06/06 Solicitado ao ponto focal da CIS Brasil data da reunião de alinhamento 
02/06 MOC criado - IC_CIS_BPO ",11/09/25 14:57
OFBRA-3707,18093101,priniesta,Lost,"MP/SP - SUSTENTAÇÃO, CUSTOMIZAÇÃO E CONFIGURAÇÃO DAS SOLUÇÕES LIFERAY - [APMPSPDS]",DS - Portales Web,MP/SP,,Minor,"93,326",Proposal,Brazil,PA,fcampelo,priniesta,,No,APCODS_36,1.5,04/06/25 15:45,08/09/25 10:00,,,,,,,,,,,,,,,,93326.0,583287.0,23.0,,,No,29/09/25 10:28,04/06/25 18:11,11/12/25 18:00,"19/09: Acompanhando o andamento do Pregão.
12/09: Acompanhando o andamento do Pregão.
08/09: Pregão realizado. Ficamos em 3. lugar.
05/09: MDC enviado ao Mercado.
29/08: Oferta em fase de elaboração.
22/08: Edital republicado. Novo pregão previsto para o dia 08/09. 
15/08: O pregão realizado será cancelado devido aos problemas que ocorreram durante a sessão do Leilão. Um novo pregão será realizado.
08/08: Acompanhando o andamento do pregão.
01/08: Acompanhando o andamento do pregão.
25/07: Acompanhando o andamento do pregão.
18/07: Acompanhando o andamento do pregão.
11/07: Acompanhando o andamento do pregão.
04/07: Acompanhando o andamento do pregão.
27/06: Acompanhando o andamento do pregão.
20/06: Acompanhando o andamento do pregão.
13/06: Acompanhando o andamento do pregão.
11/06: Pregão realizado. Ficamos em 3. lugar. Acompanhando o andamento do pregão.
10/06: MDC enviado ao Mercado.
06/06: Oferta em fase de elaboração.
05/06: Oferta em fase de entendimento.
04/06: Oferta anunciada pelo Mercado. Pregão previsto para o dia 11/06.",29/09/25 10:28
